,Name_number,phylomatic.input,phylomatic.all.lower,Name_submitted,Overall_score,Name_matched,Name_matched_rank,Name_score,Name_matched_author,Name_matched_url,Author_matched,Author_score,Family_matched,Family_score,Name_matched_accepted_family,Genus_matched,Genus_score,Specific_epithet_matched,Specific_epithet_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Taxonomic_status,Accepted_name,Accepted_name_author,Accepted_name_rank,Accepted_name_url,Accepted_name_species,Accepted_name_family,Selected,Source,Warnings,Accepted_name_lsid
227,227,combretaceae/terminalia/Terminalia_oblonga,combretaceae/terminalia/terminalia_oblonga,Terminalia oblonga,1,Terminalia oblonga,species,1,(Ruiz & Pav.) Steud.,http://www.tropicos.org/Name/8200211,,NA,NA,NA,Combretaceae,Terminalia,1,oblonga,1,,,NA,NA,NA,NA,NA,,Accepted,Terminalia oblonga,(Ruiz & Pav.) Steud.,species,http://www.tropicos.org/Name/8200211,Terminalia oblonga,Combretaceae,TRUE,tropicos, ,
228,228,asteraceae/tessaria/Tessaria_integrifolia,asteraceae/tessaria/tessaria_integrifolia,Tessaria integrifolia,1,Tessaria integrifolia,species,1,Ruiz & Pav.,http://compositae.landcareresearch.co.nz/default.aspx?Page=NameDetails&TabNum=0&NameId=EB0779D0-1E66-443C-BBC2-1FF416D3418A;http://www.tropicos.org/Name/2708482,,NA,NA,NA,Asteraceae,Tessaria,1,integrifolia,1,,,NA,NA,NA,NA,NA,,Accepted,Tessaria integrifolia,Ruiz & Pav.,species,http://compositae.landcareresearch.co.nz/default.aspx?Page=NameDetails&TabNum=0&NameId=EB0779D0-1E66-443C-BBC2-1FF416D3418A;http://www.tropicos.org/Name/2708482,Tessaria integrifolia,Asteraceae,TRUE,gcc;tropicos, ,urn:lsid:compositae.org:names:EB0779D0-1E66-443C-BBC2-1FF416D3418A
229,229,malvaceae/tilia/Tilia_americana,malvaceae/tilia/tilia_americana,Tilia americana,1,Tilia americana,species,1,L.,http://www.tropicos.org/Name/32200184;http://plants.usda.gov/java/profile?symbol=TIAM,,NA,NA,NA,Malvaceae,Tilia,1,americana,1,,,NA,NA,NA,NA,NA,,Accepted,Tilia americana,L.,species,http://www.tropicos.org/Name/32200184;http://plants.usda.gov/java/profile?symbol=TIAM,Tilia americana,Malvaceae,TRUE,tropicos;usda, ,
230,230,malvaceae/tilia/Tilia_cordata,malvaceae/tilia/tilia_cordata,Tilia cordata,1,Tilia cordata,species,1,Mill.,http://www.tropicos.org/Name/32200030;http://plants.usda.gov/java/profile?symbol=TICO2,,NA,NA,NA,Malvaceae,Tilia,1,cordata,1,,,NA,NA,NA,NA,NA,,Accepted,Tilia cordata,Mill.,species,http://www.tropicos.org/Name/32200030;http://plants.usda.gov/java/profile?symbol=TICO2,Tilia cordata,Malvaceae,TRUE,tropicos;usda, ,
231,231,malvaceae/tilia/Tilia_cordata,malvaceae/tilia/tilia_cordata,Tilia cordata x europaea,0.9,Tilia cordata,species,1,Mill.,http://www.tropicos.org/Name/32200030;http://plants.usda.gov/java/profile?symbol=TICO2,,NA,NA,NA,Malvaceae,Tilia,1,cordata,1,,,NA,NA,NA,NA,NA,x europaea,Accepted,Tilia cordata,Mill.,species,http://www.tropicos.org/Name/32200030;http://plants.usda.gov/java/profile?symbol=TICO2,Tilia cordata,Malvaceae,TRUE,tropicos;usda, ,
232,232,cannabaceae/trema/Trema_integerrima,cannabaceae/trema/trema_integerrima,Trema integerrima,1,Trema integerrima,species,1,(Beurl.) Standl.,http://www.tropicos.org/Name/33300167,,NA,NA,NA,Cannabaceae,Trema,1,integerrima,1,,,NA,NA,NA,NA,NA,,Accepted,Trema integerrima,(Beurl.) Standl.,species,http://www.tropicos.org/Name/33300167,Trema integerrima,Cannabaceae,TRUE,tropicos, ,
233,233,cannabaceae/trema/Trema_micrantha,cannabaceae/trema/trema_micrantha,Trema micrantha,1,Trema micrantha,species,1,(L.) Blume,http://www.tropicos.org/Name/33300067;http://plants.usda.gov/java/profile?symbol=TRMI2,,NA,NA,NA,Cannabaceae,Trema,1,micrantha,1,,,NA,NA,NA,NA,NA,,Accepted,Trema micrantha,(L.) Blume,species,http://www.tropicos.org/Name/33300067;http://plants.usda.gov/java/profile?symbol=TRMI2,Trema micrantha,Cannabaceae,TRUE,tropicos;usda, ,
234,234,malvaceae/trichospermum/Trichospermum_galeottii,malvaceae/trichospermum/trichospermum_galeottii,Trichospermum galeotti,0.98,Trichospermum galeottii,species,0.98,(Turcz.) Kosterm.,http://www.tropicos.org/Name/32200241,,NA,NA,NA,Malvaceae,Trichospermum,1,galeottii,0.89,,,NA,NA,NA,NA,NA,,Accepted,Trichospermum galeottii,(Turcz.) Kosterm.,species,http://www.tropicos.org/Name/32200241,Trichospermum galeottii,Malvaceae,TRUE,tropicos, ,
235,235,pinaceae/tsuga/Tsuga_canadensis,pinaceae/tsuga/tsuga_canadensis,Tsuga canadensis,1,Tsuga canadensis,species,1,(L.) Carrière,http://www.tropicos.org/Name/24900236;http://plants.usda.gov/java/profile?symbol=TSCA,,NA,NA,NA,Pinaceae,Tsuga,1,canadensis,1,,,NA,NA,NA,NA,NA,,Accepted,Tsuga canadensis,(L.) Carrière,species,http://www.tropicos.org/Name/24900236;http://plants.usda.gov/java/profile?symbol=TSCA,Tsuga canadensis,Pinaceae,TRUE,tropicos;usda, ,
236,236,pinaceae/tsuga/Tsuga_heterophylla,pinaceae/tsuga/tsuga_heterophylla,Tsuga heterophylla,1,Tsuga heterophylla,species,1,(Raf.) Sarg.,http://www.tropicos.org/Name/24900238;http://plants.usda.gov/java/profile?symbol=TSHE,,NA,NA,NA,Pinaceae,Tsuga,1,heterophylla,1,,,NA,NA,NA,NA,NA,,Accepted,Tsuga heterophylla,(Raf.) Sarg.,species,http://www.tropicos.org/Name/24900238;http://plants.usda.gov/java/profile?symbol=TSHE,Tsuga heterophylla,Pinaceae,TRUE,tropicos;usda, ,
237,237,typhaceae/typha/Typha_domingensis,typhaceae/typha/typha_domingensis,Typha domingensis,1,Typha domingensis,species,1,Pers.,http://www.tropicos.org/Name/33200006;http://plants.usda.gov/java/profile?symbol=TYDO,,NA,NA,NA,Typhaceae,Typha,1,domingensis,1,,,NA,NA,NA,NA,NA,,Accepted,Typha domingensis,Pers.,species,http://www.tropicos.org/Name/33200006;http://plants.usda.gov/java/profile?symbol=TYDO,Typha domingensis,Typhaceae,TRUE,tropicos;usda, ,
238,238,ulmaceae/ulmus/Ulmus_americana,ulmaceae/ulmus/ulmus_americana,Ulmus americana,1,Ulmus americana,species,1,L.,http://www.tropicos.org/Name/33300003;http://plants.usda.gov/java/profile?symbol=ULAM,,NA,NA,NA,Ulmaceae,Ulmus,1,americana,1,,,NA,NA,NA,NA,NA,,Accepted,Ulmus americana,L.,species,http://www.tropicos.org/Name/33300003;http://plants.usda.gov/java/profile?symbol=ULAM,Ulmus americana,Ulmaceae,TRUE,tropicos;usda, ,
239,239,ulmaceae/ulmus/Ulmus_glabra,ulmaceae/ulmus/ulmus_glabra,Ulmus glabra,1,Ulmus glabra,species,1,Huds.,http://www.tropicos.org/Name/33300069;http://plants.usda.gov/java/profile?symbol=ULGL,,NA,NA,NA,Ulmaceae,Ulmus,1,glabra,1,,,NA,NA,NA,NA,NA,,Accepted,Ulmus glabra,Huds.,species,http://www.tropicos.org/Name/33300069;http://plants.usda.gov/java/profile?symbol=ULGL,Ulmus glabra,Ulmaceae,TRUE,tropicos;usda, ,
240,240,ulmaceae/ulmus/Ulmus_procera,ulmaceae/ulmus/ulmus_procera,Ulmus procera,1,Ulmus procera,species,1,Salisb.,http://www.tropicos.org/Name/33300071;http://plants.usda.gov/java/profile?symbol=ULPR,,NA,NA,NA,Ulmaceae,Ulmus,1,procera,1,,,NA,NA,NA,NA,NA,,Accepted,Ulmus procera,Salisb.,species,http://www.tropicos.org/Name/33300071;http://plants.usda.gov/java/profile?symbol=ULPR,Ulmus procera,Ulmaceae,TRUE,tropicos;usda, ,
241,241,poaceae/urochloa/Urochloa_mutica,poaceae/urochloa/urochloa_mutica,Urochloa mutica,1,Urochloa mutica,species,1,(Forssk.) T.Q. Nguyen,http://www.tropicos.org/Name/25530739;http://plants.usda.gov/java/profile?symbol=URMU,,NA,NA,NA,Poaceae,Urochloa,1,mutica,1,,,NA,NA,NA,NA,NA,,Accepted,Urochloa mutica,(Forssk.) T.Q. Nguyen,species,http://www.tropicos.org/Name/25530739;http://plants.usda.gov/java/profile?symbol=URMU,Urochloa mutica,Poaceae,TRUE,tropicos;usda, ,
242,242,rubiaceae/vangueria/Vangueria_madagascariensis,rubiaceae/vangueria/vangueria_madagascariensis,Vangueria madagascariensis,1,Vangueria madagascariensis,species,1,J.F. Gmel.,http://www.tropicos.org/Name/27904788;http://plants.usda.gov/java/profile?symbol=VAMA5,,NA,NA,NA,Rubiaceae,Vangueria,1,madagascariensis,1,,,NA,NA,NA,NA,NA,,Accepted,Vangueria madagascariensis,J.F. Gmel.,species,http://www.tropicos.org/Name/27904788;http://plants.usda.gov/java/profile?symbol=VAMA5,Vangueria madagascariensis,Rubiaceae,TRUE,tropicos;usda, ,
243,243,cunoniaceae/weinmannia/Leiospermum_racemosum,cunoniaceae/weinmannia/leiospermum_racemosum,Weinmannia racemosa,1,Weinmannia racemosa,species,1,L. f.,http://www.tropicos.org/Name/50146139,,NA,NA,NA,Cunoniaceae,Weinmannia,1,racemosa,1,,,NA,NA,NA,NA,NA,,Synonym,Leiospermum racemosum,(L. f.) D. Don,species,http://www.tropicos.org/Name/100361685,Leiospermum racemosum,Cunoniaceae,TRUE,tropicos, ,
244,244,poaceae/zea/Zea_mays,poaceae/zea/zea_mays,Zea mays,1,Zea mays,species,1,L.,http://www.tropicos.org/Name/25510055;http://plants.usda.gov/java/profile?symbol=ZEMA,,NA,NA,NA,Poaceae,Zea,1,mays,1,,,NA,NA,NA,NA,NA,,Accepted,Zea mays,L.,species,http://www.tropicos.org/Name/25510055;http://plants.usda.gov/java/profile?symbol=ZEMA,Zea mays,Poaceae,TRUE,tropicos;usda, ,
245,245,fabaceae/zygia/Zygia_longifolia,fabaceae/zygia/zygia_longifolia,Zygia longifolia,1,Zygia longifolia,species,1,(Humb. & Bonpl. ex Willd.) Britton & Rose,http://www.tropicos.org/Name/13013106,,NA,NA,NA,Fabaceae,Zygia,1,longifolia,1,,,NA,NA,NA,NA,NA,,Accepted,Zygia longifolia,(Humb. & Bonpl. ex Willd.) Britton & Rose,species,http://www.tropicos.org/Name/13013106,Zygia longifolia,Fabaceae,TRUE,tropicos, ,
,,,,Nasturtium officinale,,,,,,,,,,,,,,,,,,,,,,,,,Nasturtium officinale,,,,,,,,,
